,date,onpromotion,oil_prices,sales
242,2013-12-05,0,97.14,386406.804985
243,2013-12-06,0,97.48,432661.755068
244,2013-12-09,0,97.1,442309.3141075
245,2013-12-10,0,98.32,414421.695986
246,2013-12-11,0,97.25,422957.198908
247,2013-12-12,0,97.21,384256.080979
248,2013-12-13,0,96.27,434657.0129787
249,2013-12-16,0,97.18,516060.290853
250,2013-12-17,0,96.99,480470.7168425
251,2013-12-18,0,97.59,527481.336925
252,2013-12-19,0,98.4,507461.038187
253,2013-12-20,0,99.11,544104.2676365
254,2013-12-23,0,98.62,792865.284427
255,2013-12-24,0,98.87,620663.290732
256,2013-12-26,0,99.18,470731.1624137
257,2013-12-27,0,99.94,479314.968043
258,2013-12-30,0,98.9,635134.7358515
259,2013-12-31,0,98.17,507264.6630475
260,2014-01-01,0,67.71436595744682,8602.065404
261,2014-01-02,0,95.14,797865.079339
262,2014-01-03,0,93.66,680672.845603
263,2014-01-06,0,93.12,602268.564009
264,2014-01-07,0,93.31,563450.5988595
265,2014-01-08,0,91.9,636176.853478
266,2014-01-09,0,91.36,496377.933414
267,2014-01-10,0,92.39,543055.329066
268,2014-01-13,0,91.45,555547.0150185
269,2014-01-14,0,92.15,502643.104285
270,2014-01-15,0,93.78,567067.469069
271,2014-01-16,0,93.54,502789.214207
272,2014-01-17,0,93.96,542937.915657
273,2014-01-20,0,67.71436595744682,575850.061871
274,2014-01-21,0,94.51,538817.207912
275,2014-01-22,0,96.35,553097.596874
276,2014-01-23,0,97.23,460789.0398597
277,2014-01-24,0,96.66,526124.572256
278,2014-01-27,0,95.82,540798.833711
279,2014-01-28,0,97.49,481593.435798
280,2014-01-29,0,97.34,512853.989922
281,2014-01-30,0,98.25,453642.9707033
282,2014-01-31,0,97.55,560816.192394
283,2014-02-03,0,96.44,461637.5229585
284,2014-02-04,0,97.24,403189.5869763
285,2014-02-05,0,97.4,399138.3059075
286,2014-02-06,0,97.84,359139.101529
287,2014-02-07,0,99.98,389471.568011
288,2014-02-10,0,100.12,396622.737011
289,2014-02-11,0,99.96,358382.7339877
290,2014-02-12,0,100.38,387758.393971
291,2014-02-13,0,100.27,347373.2985675
292,2014-02-14,0,100.31,361206.4069057
293,2014-02-17,0,67.71436595744682,412029.2879535
294,2014-02-18,0,102.54,365331.247942
295,2014-02-19,0,103.46,360161.6390075
296,2014-02-20,0,103.2,322451.9201135
297,2014-02-21,0,102.53,369403.653633
298,2014-02-24,0,103.17,404224.188997
299,2014-02-25,0,102.2,351418.110084
300,2014-02-26,0,102.93,353604.266985
301,2014-02-27,0,102.68,330330.185244
302,2014-02-28,0,102.88,425624.795466
303,2014-03-03,0,105.34,613973.031386
304,2014-03-04,0,103.64,748930.902096
305,2014-03-05,0,101.75,741756.416525
306,2014-03-06,0,101.82,614082.444339
307,2014-03-07,0,102.82,598242.341178
308,2014-03-10,0,101.39,587414.828974
309,2014-03-11,0,100.29,539365.375063
310,2014-03-12,0,98.29,575676.797032
311,2014-03-13,0,98.57,473298.042544
312,2014-03-14,0,99.23,530515.2554715
313,2014-03-17,0,98.43,612719.522118
314,2014-03-18,0,100.08,537427.86875
315,2014-03-19,0,100.71,585974.657018
316,2014-03-20,0,99.68,500897.112641
317,2014-03-21,0,99.97,548811.469984
318,2014-03-24,0,100.05,563747.884919
319,2014-03-25,0,99.66,539861.6183493
320,2014-03-26,0,100.61,569680.543547
321,2014-03-27,0,101.25,468581.398304
322,2014-03-28,0,101.73,538905.781947
323,2014-03-31,0,101.57,651800.509461
324,2014-04-01,8,99.69,485079.887001
325,2014-04-02,4,99.6,463917.316107
326,2014-04-03,120,100.29,388867.961418
327,2014-04-04,5,101.16,422578.745073
328,2014-04-07,3,100.43,426091.1040178
329,2014-04-08,8,102.57,376663.272105
330,2014-04-09,4,103.55,375309.082012
331,2014-04-10,119,103.37,334052.7571255
332,2014-04-11,14,103.68,379646.845927
333,2014-04-14,8,104.05,381386.309033
334,2014-04-15,45,103.7,364689.054991
335,2014-04-16,45,103.71,411357.084985
336,2014-04-17,455,104.33,397464.842904
337,2014-04-18,37,67.71436595744682,394392.184115
338,2014-04-21,28,104.35,398677.396998
339,2014-04-22,49,101.69,370552.249018
340,2014-04-23,58,101.47,372232.595049
341,2014-04-24,460,102.2,320875.477858
342,2014-04-25,22,100.85,357173.708433
343,2014-04-28,65,101.13,362271.9169815
344,2014-04-29,73,101.56,326338.348031
345,2014-04-30,86,100.07,357079.964912
346,2014-05-01,547,99.69,530380.848064
347,2014-05-02,215,100.09,443284.891212
348,2014-05-05,67,99.74,427601.704071
349,2014-05-06,84,99.81,388945.890086
350,2014-05-07,71,101.06,391932.183945
351,2014-05-08,472,100.52,337483.713217
352,2014-05-09,218,100.32,381335.196055
353,2014-05-12,61,100.89,398251.889006
354,2014-05-13,65,102.01,360734.522978
355,2014-05-14,151,102.63,356373.806985
356,2014-05-15,534,101.74,332272.8296378
357,2014-05-16,1188,102.31,380822.742652
358,2014-05-19,110,102.95,388814.744958
359,2014-05-20,157,102.8,354372.33997
360,2014-05-21,191,104.31,356898.483031
361,2014-05-22,1561,104.03,310660.142642
362,2014-05-23,1274,105.01,349549.892726
363,2014-05-26,188,67.71436595744682,373831.086112
364,2014-05-27,196,104.78,327642.143098
365,2014-05-28,192,103.37,338481.784057
366,2014-05-29,1586,104.26,326624.5773325
367,2014-05-30,1224,103.4,375782.6398709
368,2014-06-02,195,103.07,512725.7729758
369,2014-06-03,213,103.34,443636.187975
370,2014-06-04,236,103.27,423284.494993
371,2014-06-05,1616,103.17,359474.513823
372,2014-06-06,1264,103.32,391266.125449
373,2014-06-09,199,105.09,415798.946041
374,2014-06-10,199,105.02,351689.4229725
375,2014-06-11,258,105.04,373828.16418
376,2014-06-12,1979,107.2,329408.06736
377,2014-06-13,1335,107.49,392308.374573
378,2014-06-16,338,107.52,447450.23987
379,2014-06-17,380,106.95,380396.036044
380,2014-06-18,425,106.64,373408.6641423
381,2014-06-19,2359,107.08,332280.93509600003
382,2014-06-20,1933,107.95,369206.789547
383,2014-06-23,237,106.83,414929.6359765
384,2014-06-24,266,106.64,340464.7450455
385,2014-06-25,354,107.04,355342.398017
386,2014-06-26,2168,106.49,315798.180924
387,2014-06-27,2732,106.46,370793.573429
388,2014-06-30,352,106.07,429324.0552005
389,2014-07-01,2320,106.06,720480.616788
390,2014-07-02,4310,105.18,747430.1471275
391,2014-07-03,2383,104.76,583844.7207922
392,2014-07-04,4056,67.71436595744682,595424.31324
393,2014-07-07,492,104.19,638526.428909
394,2014-07-08,2183,104.06,557291.4975265
395,2014-07-09,4281,102.93,574451.409963
396,2014-07-10,2465,103.61,498047.54898
397,2014-07-11,4057,101.48,535644.182793
398,2014-07-14,617,101.73,584867.15114
399,2014-07-15,2329,100.56,562860.0268329
400,2014-07-16,4446,101.88,621336.4939885
401,2014-07-17,2416,103.84,498221.7050971
402,2014-07-18,4275,103.83,547619.0590519
403,2014-07-21,592,105.34,600228.430008
404,2014-07-22,2287,104.59,530276.040011
405,2014-07-23,4459,103.81,574168.635995
406,2014-07-24,2425,102.76,484618.8170115
407,2014-07-25,4395,105.23,579767.285128
408,2014-07-28,557,105.68,583936.68549
409,2014-07-29,2207,104.91,524743.3250017
410,2014-07-30,4640,104.29,578056.965281
411,2014-07-31,2319,98.23,532423.558194
412,2014-08-01,4407,97.86,506826.7949305
413,2014-08-04,402,98.26,471173.304022
414,2014-08-05,395,97.34,417197.476176
415,2014-08-06,515,96.93,402914.370941
416,2014-08-07,2310,97.34,359701.532989
417,2014-08-08,4308,97.61,397759.9389829
418,2014-08-11,530,98.09,409544.575013
419,2014-08-12,488,97.36,353898.211991
420,2014-08-13,623,97.57,372116.544964
421,2014-08-14,2331,95.54,340740.8170565
422,2014-08-15,4456,97.3,402631.8400593
423,2014-08-18,514,96.44,433042.298907
424,2014-08-19,512,94.35,379329.9530773
425,2014-08-20,582,96.4,398126.790988
426,2014-08-21,2412,93.97,355108.8749955
427,2014-08-22,4479,93.61,388359.8983235
428,2014-08-25,591,95.39,412250.075007
429,2014-08-26,516,95.78,355053.9079745
430,2014-08-27,623,95.82,366321.498077
431,2014-08-28,2175,96.44,327912.427
432,2014-08-29,4268,97.86,403288.917062
433,2014-09-01,633,67.71436595744682,812526.219024
434,2014-09-02,2300,92.92,717351.552768
435,2014-09-03,4724,95.5,726683.8617375
436,2014-09-04,2657,94.51,551340.0774347
437,2014-09-05,4802,93.32,603043.241921
438,2014-09-08,802,92.64,648651.744928
439,2014-09-09,2511,92.73,562420.568002
440,2014-09-10,4874,91.71,612987.4722337
441,2014-09-11,2737,92.89,483462.953022
442,2014-09-12,4727,92.18,564382.847851
443,2014-09-15,870,92.86,630710.5728885
444,2014-09-16,2647,94.91,608239.973016
445,2014-09-17,4999,94.33,617472.3442115
446,2014-09-18,2683,93.07,479500.843061
447,2014-09-19,4614,92.43,550213.093909
448,2014-09-22,798,91.46,589120.293928
449,2014-09-23,2593,91.55,559954.304399
450,2014-09-24,4837,93.6,598183.114508
451,2014-09-25,2489,93.59,466867.377076
452,2014-09-26,4319,95.55,515474.223943
453,2014-09-29,582,94.53,586682.822002
454,2014-09-30,2278,91.17,599093.9157257
455,2014-10-01,4804,90.74,784500.253914
456,2014-10-02,2616,91.02,634306.519052
457,2014-10-03,4482,89.76,675639.295098
458,2014-10-06,606,90.33,641480.757266
459,2014-10-07,2353,88.89,586410.2709706
460,2014-10-08,4784,87.29,620201.323059
461,2014-10-09,2450,85.76,510519.923104
462,2014-10-10,4569,85.87,702470.317955
463,2014-10-13,565,85.73,611726.926015
464,2014-10-14,2357,81.72,550589.573294
465,2014-10-15,4945,81.82,624797.469491
466,2014-10-16,2557,82.33,538252.607117
467,2014-10-17,4551,82.8,558538.135999
468,2014-10-20,609,82.76,624629.990941
469,2014-10-21,2086,83.25,542207.165266
470,2014-10-22,4755,80.52,584926.355993
471,2014-10-23,2526,82.81,492233.2322
472,2014-10-24,4477,81.27,528403.680064
473,2014-10-27,583,81.26,572806.6319285
474,2014-10-28,2327,81.36,512678.811505
475,2014-10-29,4953,82.25,560819.6780005
476,2014-10-30,2357,81.06,459715.26616
477,2014-10-31,4421,80.53,561876.0719155
478,2014-11-03,690,78.77,973192.041735
479,2014-11-04,2373,77.15,702751.953595
480,2014-11-05,4858,78.71,718799.9390395
481,2014-11-06,2519,77.87,566118.381055
482,2014-11-07,4392,78.71,585330.25773
483,2014-11-10,540,77.43,593376.793073
484,2014-11-11,2362,77.85,552505.750307
485,2014-11-12,4810,77.16,588093.484021
486,2014-11-13,2503,74.13,468057.386823
487,2014-11-14,4434,75.91,553007.970965
488,2014-11-17,754,75.64,620876.340058
489,2014-11-18,2663,74.55,553367.204141
490,2014-11-19,5147,74.55,580234.0113007
491,2014-11-20,2824,75.63,511855.7610447
492,2014-11-21,4573,76.52,567978.732759
493,2014-11-24,710,75.74,610847.95702
494,2014-11-25,2544,74.04,541225.608011
495,2014-11-26,5021,73.7,579125.306002
496,2014-11-27,2774,67.71436595744682,475823.897052
497,2014-11-28,4654,65.94,559619.825094
498,2014-12-01,1423,68.98,817413.561974
499,2014-12-02,3045,66.99,735319.1840285
500,2014-12-03,5359,67.3,715127.614539
501,2014-12-04,3216,66.73,578961.517004
502,2014-12-05,4849,65.89,635445.153317
503,2014-12-08,922,63.13,790283.289992
504,2014-12-09,2992,63.74,665123.962957
505,2014-12-10,5562,60.99,732121.033873
506,2014-12-11,3159,60.01,580542.178879
507,2014-12-12,4853,57.81,642760.387245
508,2014-12-15,1025,55.96,790182.945791
509,2014-12-16,2973,55.97,799067.056179
510,2014-12-17,5290,56.43,779966.499188
511,2014-12-18,3179,54.18,731938.479893
512,2014-12-19,4940,56.91,757349.3758179
513,2014-12-22,1582,55.25,1008143.3460193
514,2014-12-23,3365,56.78,1064977.9730725
515,2014-12-24,5828,55.7,965982.871715
516,2014-12-26,5714,54.59,872098.456795
517,2014-12-29,1783,53.46,773998.401175
518,2014-12-30,3494,54.14,912970.533204
519,2014-12-31,5648,53.45,844380.469674
520,2015-01-01,12,67.71436595744682,12773.61698
521,2015-01-02,4949,52.72,657763.391981
522,2015-01-05,1148,50.05,569267.29796
523,2015-01-06,1042,47.98,477886.741053
524,2015-01-07,1291,48.69,494160.850117
525,2015-01-08,3063,48.8,417482.689131
526,2015-01-09,4761,48.35,439381.226073
527,2015-01-12,1043,46.06,442845.544014
528,2015-01-13,1213,45.92,393799.993059
529,2015-01-14,1586,48.49,400923.97107
530,2015-01-15,2608,46.37,371146.144942
531,2015-01-16,4510,48.49,423599.9357975
532,2015-01-19,588,67.71436595744682,448217.896919
533,2015-01-20,569,46.79,405308.77722
534,2015-01-21,697,47.85,413202.592067
535,2015-01-22,2598,45.93,364862.5390355
536,2015-01-23,4475,45.26,416937.181925
537,2015-01-26,540,44.8,410009.617966
538,2015-01-27,560,45.84,360009.850046
539,2015-01-28,639,44.08,376935.916035
540,2015-01-29,2696,44.12,343062.160973
541,2015-01-30,4647,47.79,435899.6719165
542,2015-02-02,653,49.25,538301.886974
543,2015-02-03,583,53.04,475249.842928
544,2015-02-04,687,48.45,451923.147059
545,2015-02-05,2640,50.48,407491.967944
546,2015-02-06,4645,51.66,437147.54517
547,2015-02-09,722,52.99,458002.152043
548,2015-02-10,694,50.06,400825.9849177
549,2015-02-11,766,48.8,400115.3330245
550,2015-02-12,2613,51.17,384963.142969
551,2015-02-13,4536,52.66,493265.468013
552,2015-02-16,574,67.71436595744682,420740.903983
553,2015-02-17,609,53.56,483088.134093
554,2015-02-18,670,52.13,497499.057967
555,2015-02-19,2616,51.12,436360.905914
556,2015-02-20,4387,49.95,483681.015026
557,2015-02-23,425,49.56,443349.890841
558,2015-02-24,411,48.48,407890.277971
559,2015-02-25,476,50.25,395774.954032
560,2015-02-26,2631,47.65,354938.226975
561,2015-02-27,4475,49.84,436488.424914
562,2015-03-02,464,49.59,546037.787999
563,2015-03-03,571,50.43,492365.24083
564,2015-03-04,608,51.53,483330.548167
565,2015-03-05,2679,50.76,428599.809059
566,2015-03-06,4451,49.61,463723.974873
567,2015-03-09,557,49.95,480371.950086
568,2015-03-10,567,48.42,457881.7640763
569,2015-03-11,572,48.06,425617.727075
570,2015-03-12,2664,47.12,382588.6690535
571,2015-03-13,4501,44.88,434805.995204
572,2015-03-16,597,43.93,466598.425914
573,2015-03-17,581,43.39,415359.51603
574,2015-03-18,600,44.63,398629.999994
575,2015-03-19,2698,44.02,373324.3829895
576,2015-03-20,4477,46.0,467687.945081
577,2015-03-23,543,47.4,462664.2370045
578,2015-03-24,445,47.03,407369.722015
579,2015-03-25,579,48.75,408258.189916
580,2015-03-26,2769,51.41,367006.957001
581,2015-03-27,4596,48.83,436906.608975
582,2015-03-30,632,48.66,437878.834978
583,2015-03-31,590,47.72,443278.893073
584,2015-04-01,777,50.12,557223.161038
585,2015-04-02,2854,49.13,524588.902022
586,2015-04-03,4598,67.71436595744682,510296.785948
587,2015-04-06,578,52.08,519734.816963
588,2015-04-07,631,53.95,464788.21798
589,2015-04-08,753,50.44,461140.213006
590,2015-04-09,2883,50.79,398718.315935
591,2015-04-10,4725,51.63,445869.298012
592,2015-04-13,643,51.95,453724.756048
593,2015-04-14,666,53.3,403623.396979
594,2015-04-15,739,56.25,438106.287965
595,2015-04-16,3374,56.69,418643.193957
596,2015-04-17,5102,55.71,456303.236748
597,2015-04-20,1146,56.37,481694.770966
598,2015-04-21,1090,55.58,426018.313035
599,2015-04-22,1250,56.17,421108.210059
600,2015-04-23,3300,56.59,392147.042002
601,2015-04-24,5216,55.98,437625.507963
602,2015-04-27,1046,55.56,425049.148087
603,2015-04-28,1057,57.05,374839.1850745
604,2015-04-29,1012,58.55,398724.330055
605,2015-04-30,3267,59.62,432612.141938
606,2015-05-01,5555,59.1,674509.400095
607,2015-05-04,1282,58.92,556245.147953
608,2015-05-05,1240,60.38,509493.227021
609,2015-05-06,1340,60.93,504999.550962
610,2015-05-07,3372,58.99,444082.309939
611,2015-05-08,5130,59.41,481304.22297
612,2015-05-11,1055,59.23,524864.051063
613,2015-05-12,1014,60.72,452162.874045
614,2015-05-13,1172,60.5,446915.639008
615,2015-05-14,3153,59.89,395609.666087
616,2015-05-15,5076,59.73,483535.538107
617,2015-05-18,968,59.44,496595.01098
618,2015-05-19,999,57.3,446375.4880335
619,2015-05-20,1232,58.96,466238.630977
620,2015-05-21,3115,60.18,417006.136035
621,2015-05-22,4923,58.88,458727.917031
622,2015-05-25,941,67.71436595744682,534802.790004
623,2015-05-26,887,57.29,463132.406006
624,2015-05-27,1007,57.51,481804.96096
625,2015-05-28,3183,57.69,428506.881011
626,2015-05-29,5079,60.25,560519.530038
627,2015-06-01,1388,60.24,812081.2027655
628,2015-06-02,3643,61.3,753430.6418917
629,2015-06-03,5581,59.67,747929.452075
630,2015-06-04,3401,58.0,608994.6461083
631,2015-06-05,5144,59.11,657675.126037
632,2015-06-08,949,58.15,696952.81204
633,2015-06-09,3216,60.15,623725.1071692
634,2015-06-10,5373,61.36,641435.3719983
635,2015-06-11,1369,60.74,510019.1489275
636,2015-06-12,6500,59.96,606616.000975
637,2015-06-15,1495,59.53,666557.1317587
638,2015-06-16,3629,60.01,672637.824072
639,2015-06-17,8606,59.89,677171.157112
640,2015-06-18,1775,60.41,556155.0391433
641,2015-06-19,6748,59.62,659233.5706609
642,2015-06-22,1617,60.01,701208.22895
643,2015-06-23,3756,61.05,640322.326029
